# Version: 12
# Coordinate system: Brainsight
# Created by: Brainsight 2.5b3
# X=right->left, Y=anterior->posterior, Z=inferior->superior
# Units: millimetres, degrees, milliseconds, and microvolts
# Encoding: UTF-8
# Notes: Each column is delimited by a tab. Each value within a column is delimited by a semicolon.
# Sample Name	Session Name	Index	Assoc. Target	Loc. X	Loc. Y	Loc. Z	m0n0	m0n1	m0n2	m1n0	m1n1	m1n2	m2n0	m2n1	m2n2	Dist. to Target	Target Error	Angular Error	Twist Error	Stim. Power A	Stim. Pulse Interval	Stim. Power B	Date	Time	Creation Cause	Crosshairs Driver	Offset	Comment	EMG Channels	EMG Window Start	EMG Window End	EMG Peak-to-peak 1
Sample 1	Session imported from “Hotspot+Block1.txt”	1	PMC	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	12:43:15.851	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	6.8525
Sample 302	Session imported from “Hotspot+Block1.txt”	302	PMC0.5	181.4195	114.5674	177.7995	-0.1388	0.8645	0.4831	-0.7996	-0.3857	0.4604	0.5843	-0.3224	0.7448	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:06:36.560	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 303	Session imported from “Hotspot+Block1.txt”	303	PMC0.5	181.3649	114.5587	177.8413	-0.1384	0.8644	0.4835	-0.7995	-0.3856	0.4605	0.5845	-0.3228	0.7444	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:06:37.062	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 304	Session imported from “Hotspot+Block1.txt”	304	PMC0.5	181.1578	114.9233	178.1481	-0.1392	0.8640	0.4839	-0.7991	-0.3866	0.4605	0.5849	-0.3226	0.7442	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:06:37.662	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 305	Session imported from “Hotspot+Block1.txt”	305	PMC0.5	181.3950	114.8920	177.9424	-0.1396	0.8640	0.4838	-0.7989	-0.3869	0.4605	0.5850	-0.3222	0.7442	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:06:38.261	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 306	Session imported from “Hotspot+Block1.txt”	306	PMC0.5	181.3472	114.8736	177.9739	-0.1400	0.8632	0.4851	-0.7983	-0.3883	0.4604	0.5858	-0.3228	0.7434	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:06:38.762	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 307	Session imported from “Hotspot+Block1.txt”	307	PMC0.5	181.3767	115.1631	178.0659	-0.1414	0.8622	0.4864	-0.7958	-0.3913	0.4622	0.5888	-0.3217	0.7415	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:06:48.862	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 308	Session imported from “Hotspot+Block1.txt”	308	PMC0.5	181.6117	115.0660	177.8362	-0.1423	0.8610	0.4883	-0.7943	-0.3937	0.4627	0.5906	-0.3220	0.7399	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:06:49.363	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 309	Session imported from “Hotspot+Block1.txt”	309	PMC0.5	181.4237	115.0193	177.9700	-0.1430	0.8609	0.4882	-0.7944	-0.3941	0.4622	0.5903	-0.3217	0.7403	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:06:49.962	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 310	Session imported from “Hotspot+Block1.txt”	310	PMC0.5	181.5329	115.0570	177.8965	-0.1435	0.8600	0.4896	-0.7927	-0.3961	0.4635	0.5925	-0.3216	0.7386	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:06:50.464	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 311	Session imported from “Hotspot+Block1.txt”	311	PMC0.5	181.5751	115.0993	177.8792	-0.1439	0.8598	0.4899	-0.7939	-0.3959	0.4616	0.5908	-0.3225	0.7395	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:06:51.062	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 312	Session imported from “Hotspot+Block1.txt”	312	PMC0.5	181.6400	115.0975	177.8257	-0.1437	0.8597	0.4902	-0.7925	-0.3966	0.4633	0.5927	-0.3219	0.7383	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:06:51.564	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 313	Session imported from “Hotspot+Block1.txt”	313	PMC0.5	181.7589	115.0763	177.7231	-0.1432	0.8593	0.4910	-0.7918	-0.3971	0.4641	0.5938	-0.3223	0.7372	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:06:52.163	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 314	Session imported from “Hotspot+Block1.txt”	314	PMC0.5	181.6616	115.1165	177.8158	-0.1451	0.8587	0.4914	-0.7916	-0.3988	0.4631	0.5936	-0.3218	0.7376	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:06:52.664	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 315	Session imported from “Hotspot+Block1.txt”	315	PMC0.5	181.6854	115.2666	177.8566	-0.1376	0.8563	0.4978	-0.7861	-0.4002	0.4710	0.6026	-0.3265	0.7282	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:07:02.762	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 316	Session imported from “Hotspot+Block1.txt”	316	PMC0.5	181.5546	115.2687	177.9637	-0.1400	0.8557	0.4982	-0.7865	-0.4017	0.4690	0.6015	-0.3262	0.7293	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:07:03.264	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 317	Session imported from “Hotspot+Block1.txt”	317	PMC0.5	181.2460	114.8743	178.0563	-0.1382	0.8559	0.4983	-0.7865	-0.4006	0.4700	0.6019	-0.3270	0.7286	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:07:03.766	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 318	Session imported from “Hotspot+Block1.txt”	318	PMC0.5	181.1252	114.9057	178.1701	-0.1363	0.8547	0.5010	-0.7854	-0.4014	0.4712	0.6038	-0.3292	0.7260	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:07:04.366	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 319	Session imported from “Hotspot+Block1.txt”	319	PMC0.5	181.1626	114.8576	178.1207	-0.1345	0.8555	0.5001	-0.7863	-0.3993	0.4715	0.6030	-0.3298	0.7264	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:07:04.965	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 320	Session imported from “Hotspot+Block1.txt”	320	PMC0.5	181.2452	115.0793	178.1391	-0.1349	0.8562	0.4987	-0.7858	-0.3991	0.4726	0.6036	-0.3281	0.7266	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:07:05.565	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 321	Session imported from “Hotspot+Block1.txt”	321	PMC0.5	181.2008	115.2746	178.2533	-0.1338	0.8554	0.5003	-0.7853	-0.3995	0.4730	0.6045	-0.3296	0.7252	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:07:06.065	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 322	Session imported from “Hotspot+Block1.txt”	322	PMC0.5	181.2079	115.1380	178.1928	-0.1325	0.8560	0.4997	-0.7862	-0.3978	0.4730	0.6036	-0.3302	0.7257	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:07:06.567	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 323	Session imported from “Hotspot+Block1.txt”	323	PMC0.5	181.4522	114.9502	177.9193	-0.1468	0.8554	0.4968	-0.7785	-0.4098	0.4755	0.6103	-0.3169	0.7260	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:07:16.666	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 324	Session imported from “Hotspot+Block1.txt”	324	PMC0.5	181.7382	114.9461	177.6900	-0.1469	0.8542	0.4987	-0.7758	-0.4123	0.4776	0.6136	-0.3167	0.7233	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:07:17.167	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 325	Session imported from “Hotspot+Block1.txt”	325	PMC0.5	181.6062	114.9958	177.8124	-0.1477	0.8530	0.5005	-0.7743	-0.4146	0.4781	0.6153	-0.3169	0.7217	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:07:17.766	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 326	Session imported from “Hotspot+Block1.txt”	326	PMC0.5	181.4378	114.9607	177.9351	-0.1479	0.8523	0.5017	-0.7750	-0.4150	0.4766	0.6144	-0.3183	0.7219	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:07:18.267	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 327	Session imported from “Hotspot+Block1.txt”	327	PMC0.5	181.3142	114.9752	178.0413	-0.1458	0.8531	0.5010	-0.7754	-0.4131	0.4777	0.6144	-0.3188	0.7217	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:07:18.768	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 328	Session imported from “Hotspot+Block1.txt”	328	PMC0.5	181.3676	114.7350	177.9018	-0.1460	0.8523	0.5022	-0.7736	-0.4148	0.4790	0.6166	-0.3186	0.7199	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:07:19.368	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 329	Session imported from “Hotspot+Block1.txt”	329	PMC0.5	181.4312	114.7598	177.8600	-0.1466	0.8525	0.5017	-0.7744	-0.4145	0.4780	0.6154	-0.3185	0.7210	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:07:19.869	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 330	Session imported from “Hotspot+Block1.txt”	330	PMC0.5	181.6238	114.7434	177.7028	-0.1454	0.8516	0.5037	-0.7718	-0.4162	0.4808	0.6190	-0.3188	0.7177	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:07:20.468	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 331	Session imported from “Hotspot+Block1.txt”	331	PMC0.5	180.8456	115.0602	178.4671	-0.1500	0.8632	0.4821	-0.7845	-0.4007	0.4733	0.6017	-0.3072	0.7373	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:07:30.563	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 332	Session imported from “Hotspot+Block1.txt”	332	PMC0.5	181.0389	114.9923	178.2755	-0.1496	0.8631	0.4824	-0.7846	-0.4005	0.4733	0.6017	-0.3077	0.7371	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:07:31.065	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 333	Session imported from “Hotspot+Block1.txt”	333	PMC0.5	180.9772	114.8201	178.2683	-0.1498	0.8628	0.4828	-0.7846	-0.4009	0.4730	0.6017	-0.3079	0.7370	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:07:31.566	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 334	Session imported from “Hotspot+Block1.txt”	334	PMC0.5	180.9430	114.8702	178.3155	-0.1501	0.8630	0.4824	-0.7858	-0.4002	0.4715	0.6000	-0.3083	0.7382	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:07:32.068	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 335	Session imported from “Hotspot+Block1.txt”	335	PMC0.5	180.7708	114.7924	178.4375	-0.1494	0.8630	0.4826	-0.7851	-0.4002	0.4727	0.6011	-0.3083	0.7373	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:07:32.569	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 336	Session imported from “Hotspot+Block1.txt”	336	PMC0.5	180.9754	114.8428	178.2778	-0.1494	0.8633	0.4821	-0.7844	-0.4003	0.4737	0.6019	-0.3074	0.7370	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:07:33.168	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 337	Session imported from “Hotspot+Block1.txt”	337	PMC0.5	181.2087	115.0543	178.1587	-0.1494	0.8638	0.4811	-0.7853	-0.3993	0.4732	0.6009	-0.3071	0.7380	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:07:33.670	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 338	Session imported from “Hotspot+Block1.txt”	338	PMC0.5	181.0575	114.9285	178.2369	-0.1496	0.8627	0.4831	-0.7835	-0.4015	0.4743	0.6031	-0.3075	0.7360	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:07:34.269	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
# Session Name	Loc. X	Loc. Y	Loc. Z	m0n0	m0n1	m0n2	m1n0	m1n1	m1n2	m2n0	m2n1	m2n2
Session imported from “Hotspot+Block1.txt”	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)
